0.001	0.316888
0.002	0.633775
0.003	0.950661
0.004	1.26754
0.005	1.58443
0.006	1.9013
0.007	2.21818
0.008	2.53505
0.009	2.85191
0.01	3.16877
0.011	3.48562
0.012	3.80246
0.013	4.1193
0.014	4.43613
0.015	4.75295
0.016	5.06976
0.017	5.38656
0.018	5.70334
0.019	6.02012
0.02	6.33688
0.021	6.65363
0.022	6.97037
0.023	7.28709
0.024	7.60379
0.025	7.92048
0.026	8.23716
0.027	8.55381
0.028	8.87045
0.029	9.18707
0.03	9.50367
0.031	9.82025
0.032	10.1368
0.033	10.4534
0.034	10.7699
0.035	11.0864
0.036	11.4028
0.037	11.7193
0.038	12.0357
0.039	12.3521
0.04	12.6685
0.041	12.9848
0.042	13.3011
0.043	13.6174
0.044	13.9337
0.045	14.2499
0.046	14.5661
0.047	14.8823
0.048	15.1984
0.049	15.5145
0.05	15.8306
0.051	16.1466
0.052	16.4626
0.053	16.7786
0.054	17.0945
0.055	17.4104
0.056	17.7263
0.057	18.0421
0.058	18.3579
0.059	18.6736
0.06	18.9893
0.061	19.305
0.062	19.6206
0.063	19.9362
0.064	20.2517
0.065	20.5672
0.066	20.8826
0.067	21.198
0.068	21.5134
0.069	21.8286
0.07	22.1439
0.071	22.4591
0.072	22.7743
0.073	23.0894
0.074	23.4044
0.075	23.7194
0.076	24.0343
0.077	24.3492
0.078	24.6641
0.079	24.9788
0.08	25.2936
0.081	25.6082
0.082	25.9228
0.083	26.2374
0.084	26.5519
0.085	26.8663
0.086	27.1807
0.087	27.495
0.088	27.8092
0.089	28.1234
0.09	28.4375
0.091	28.7515
0.092	29.0655
0.093	29.3793
0.094	29.6931
0.095	30.0069
0.096	30.3206
0.097	30.6342
0.098	30.9478
0.099	31.2612
0.1	31.5746
0.101	31.888
0.102	32.2012
0.103	32.5144
0.104	32.8275
0.105	33.1405
0.106	33.4534
0.107	33.7662
0.108	34.079
0.109	34.3917
0.11	34.7043
0.111	35.0168
0.112	35.3292
0.113	35.6415
0.114	35.9537
0.115	36.2659
0.116	36.5779
0.117	36.8899
0.118	37.2018
0.119	37.5135
0.12	37.8252
0.121	38.1368
0.122	38.4482
0.123	38.7596
0.124	39.0709
0.125	39.3821
0.126	39.6931
0.127	40.0041
0.128	40.3149
0.129	40.6257
0.13	40.9363
0.131	41.2468
0.132	41.5572
0.133	41.8675
0.134	42.1777
0.135	42.4878
0.136	42.7977
0.137	43.1075
0.138	43.4172
0.139	43.7268
0.14	44.0362
0.141	44.3456
0.142	44.6548
0.143	44.9638
0.144	45.2728
0.145	45.5816
0.146	45.8902
0.147	46.1988
0.148	46.5071
0.149	46.8154
0.15	47.1235
0.151	47.4315
0.152	47.7393
0.153	48.047
0.154	48.3545
0.155	48.6619
0.156	48.9691
0.157	49.2761
0.158	49.5831
0.159	49.8898
0.16	50.1964
0.161	50.5028
0.162	50.8088
0.163	51.1149
0.164	51.4208
0.165	51.7265
0.166	52.0321
0.167	52.3375
0.168	52.6427
0.169	52.9477
0.17	53.2525
0.171	53.5571
0.172	53.8616
0.173	54.1658
0.174	54.4699
0.175	54.7737
0.176	55.0773
0.177	55.3808
0.178	55.684
0.179	55.987
0.18	56.2898
0.181	56.5924
0.182	56.8947
0.183	57.1968
0.184	57.4987
0.185	57.8004
0.186	58.1018
0.187	58.4029
0.188	58.7039
0.189	59.0045
0.19	59.3049
0.191	59.6051
0.192	59.9049
0.193	60.2046
0.194	60.5039
0.195	60.8029
0.196	61.1014
0.197	61.3998
0.198	61.698
0.199	61.9958
0.2	62.2934
0.201	62.5906
0.202	62.8875
0.203	63.184
0.204	63.4802
0.205	63.7761
0.206	64.0716
0.207	64.3667
0.208	64.6615
0.209	64.9559
0.21	65.2499
0.211	65.5435
0.212	65.8366
0.213	66.129
0.214	66.4213
0.215	66.7131
0.216	67.0044
0.217	67.2953
0.218	67.5857
0.219	67.8755
0.22	68.1648
0.221	68.4536
0.222	68.7418
0.223	69.029
0.224	69.3159
0.225	69.6022
0.226	69.8877
0.227	70.1726
0.228	70.4567
0.229	70.7397
0.23	71.0221
0.231	71.3037
0.232	71.5843
0.233	71.8635
0.234	72.142
0.235	72.4193
0.236	72.695
0.237	72.9697
0.238	73.243
0.239	73.5143
0.24	73.7843
0.241	74.0519
0.242	74.3175
0.243	74.5807
0.244	74.8413
0.245	75.0987
0.246	75.3525
0.247	75.6017
0.248	75.8465
0.249	76.0855
0.25	76.3189
0.251	76.5454
0.252	76.7646
0.253	76.9744
0.254	77.1724
0.255	77.3517
0.256	77.4925
0.257	77.5833
0.258	77.6601
0.259	77.7097
0.26	77.6903
0.261	77.5151
0.262	76.1847
0.263	71.7652
0.264	51.7651
0.265	31.4302
0.266	0.18929
0.267	0.06389
0.268	0.04569
0.269	0.00814
