1e-05	0.00138164
2e-05	0.00252793
3e-05	0.00376709
4e-05	0.00504353
5e-05	0.00629605
6e-05	0.00754071
7e-05	0.00879594
8e-05	0.0100444
9e-05	0.0113085
0.0001	0.0125742
0.00011	0.0138321
0.00012	0.0150899
0.00013	0.0163477
0.00014	0.0176023
0.00015	0.0188594
0.00016	0.0201163
0.00017	0.0213732
0.00018	0.0226236
0.00019	0.0238798
0.0002	0.0251358
0.00021	0.0263917
0.00022	0.0276351
0.00023	0.0288907
0.00024	0.0301464
0.00025	0.0314022
0.00026	0.0326519
0.00027	0.0339077
0.00028	0.0351635
0.00029	0.0364192
0.0003	0.0376748
0.00031	0.0389305
0.00032	0.0401861
0.00033	0.0414416
0.00034	0.0426971
0.00035	0.0439526
0.00036	0.045208
0.00037	0.0464633
0.00038	0.0477186
0.00039	0.0489738
0.0004	0.0502343
0.00041	0.0514896
0.00042	0.0527448
0.00043	0.0539999
0.00044	0.0552549
0.00045	0.0565099
0.00046	0.0577647
0.00047	0.0590195
0.00048	0.0602884
0.00049	0.0615431
0.0005	0.0627977
0.00051	0.0640522
0.00052	0.0653066
0.00053	0.0665609
0.00054	0.067815
0.00055	0.0690691
0.00056	0.0703231
0.00057	0.0715769
0.00058	0.0728307
0.00059	0.0740843
0.0006	0.0753379
0.00061	0.0765913
0.00062	0.0778446
0.00063	0.0790978
0.00064	0.0803508
0.00065	0.0816037
0.00066	0.0828566
0.00067	0.0841092
0.00068	0.0853618
0.00069	0.0866142
0.0007	0.0878729
0.00071	0.0891249
0.00072	0.0903769
0.00073	0.0916287
0.00074	0.0928804
0.00075	0.094132
0.00076	0.0953833
0.00077	0.0966346
0.00078	0.0978857
0.00079	0.0991366
0.0008	0.100387
0.00081	0.101638
0.00082	0.102889
0.00083	0.104139
0.00084	0.105389
0.00085	0.106639
0.00086	0.107889
0.00087	0.109138
0.00088	0.110388
0.00089	0.111637
0.0009	0.112886
0.00091	0.114135
0.00092	0.115384
0.00093	0.116633
0.00094	0.117881
0.00095	0.11913
0.00096	0.120378
0.00097	0.121626
0.00098	0.122873
0.00099	0.124121
0.001	0.125368
0.00101	0.126615
0.00102	0.127862
0.00103	0.129109
0.00104	0.130355
0.00105	0.131602
0.00106	0.132848
0.00107	0.134094
0.00108	0.135339
0.00109	0.136585
0.0011	0.13783
0.00111	0.139075
0.00112	0.14032
0.00113	0.141565
0.00114	0.142809
0.00115	0.144053
0.00116	0.145297
0.00117	0.146541
0.00118	0.147784
0.00119	0.149028
0.0012	0.150271
0.00121	0.151514
0.00122	0.152756
0.00123	0.153998
0.00124	0.15524
0.00125	0.156482
0.00126	0.157724
0.00127	0.158965
0.00128	0.160206
0.00129	0.161447
0.0013	0.162687
0.00131	0.163928
0.00132	0.165168
0.00133	0.166408
0.00134	0.167647
0.00135	0.168886
0.00136	0.170125
